bookID,title,authors,Available
1495,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,True
1499,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,True
1504,Euripides: Medea,William Allan,True
1506,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,True
1509,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,True
1510,Helen / Phoenician Women / Orestes,Euripides/David Kovacs,True
1511,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,True
1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,True
1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,True
1517,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,True
1518,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,True
1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,True
1521,Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,True
1523,Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,True
1525,The Oresteia,Aeschylus/Ted Hughes,True
1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,True
1527,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,True
1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,True
1530,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,True
1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,True
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,True
1533,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,True
1536,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,True
1537,The Oedipus Plays of Sophocles: Oedipus the King, Oedipus at Colonus,True
1538,The Complete Plays,Sophocles/Paul Roche,True
1540,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,True
1542,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,True
1546,Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,True
1547,The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,True
1548,Electra and Other Plays,Sophocles/E.F. Watling,True
1549,Antigone, Oedipus the Kingn,True
1554,Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,True
1555,The Oedipus Plays of Sophocles,Sophocles/Paul Roche,True
1558,Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,True
1559,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,True
1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,True
1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,True
